Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=major_elec_load_count,Dependency=panel_capacity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
single-family attached,0-499,7,126-199,0.21433,0.128906,0.129064,0.115114,0.09638,0.077535,0.060679,0.04654,0.035151,0.026229,0.01938,0.014204,0.01034,0.007483,0.005389,0.003864,0.00276,0.001965,0.001395,0.000987,0.000697,0.000491,0.000345,0.000242,0.00017,0.000119,8.3e-05,5.8e-05,4e-05,2.8e-05,2e-05,1.4e-05
single-family attached,0-499,7,125,0.21433,0.128906,0.129064,0.115114,0.09638,0.077535,0.060679,0.04654,0.035151,0.026229,0.01938,0.014204,0.01034,0.007483,0.005389,0.003864,0.00276,0.001965,0.001395,0.000987,0.000697,0.000491,0.000345,0.000242,0.00017,0.000119,8.3e-05,5.8e-05,4e-05,2.8e-05,2e-05,1.4e-05
single-family attached,0-499,7,101-124,0.21433,0.128906,0.129064,0.115114,0.09638,0.077535,0.060679,0.04654,0.035151,0.026229,0.01938,0.014204,0.01034,0.007483,0.005389,0.003864,0.00276,0.001965,0.001395,0.000987,0.000697,0.000491,0.000345,0.000242,0.00017,0.000119,8.3e-05,5.8e-05,4e-05,2.8e-05,2e-05,1.4e-05
single-family attached,0-499,7,100,0.217084,0.17014,0.155649,0.126847,0.09704,0.07133,0.051006,0.035746,0.024669,0.016819,0.011355,0.007604,0.005058,0.003345,0.002201,0.001442,0.000941,0.000612,0.000397,0.000257,0.000166,0.000107,6.8e-05,4.4e-05,2.8e-05,1.8e-05,1.1e-05,7e-06,5e-06,3e-06,2e-06,1e-06
single-family attached,0-499,6,<100,0.214657,0.161822,0.150885,0.125329,0.097722,0.073212,0.053359,0.038113,0.026808,0.018629,0.012819,0.008749,0.005931,0.003998,0.002681,0.00179,0.001191,0.00079,0.000522,0.000344,0.000226,0.000148,9.7e-05,6.4e-05,4.1e-05,2.7e-05,1.8e-05,1.1e-05,7e-06,5e-06,3e-06,2e-06
single-family attached,0-499,6,201+,0.191389,0.097863,0.105587,0.101483,0.091562,0.079375,0.06694,0.055327,0.045031,0.036208,0.02883,0.02277,0.017862,0.013931,0.010811,0.008353,0.00643,0.004932,0.003772,0.002877,0.002189,0.001662,0.001259,0.000952,0.000719,0.000542,0.000408,0.000307,0.00023,0.000173,0.000129,9.7e-05
single-family attached,0-499,6,200,0.146188,0.085448,0.095753,0.095585,0.089571,0.080648,0.070641,0.060641,0.051262,0.04281,0.035403,0.029041,0.023661,0.019167,0.015448,0.012397,0.009911,0.007897,0.006273,0.004969,0.003927,0.003097,0.002437,0.001914,0.001501,0.001175,0.000919,0.000717,0.000559,0.000436,0.000339,0.000263
single-family attached,0-499,6,126-199,0.217052,0.121077,0.123198,0.11167,0.095019,0.077683,0.061785,0.04816,0.036966,0.028032,0.021049,0.015679,0.011599,0.008531,0.006244,0.00455,0.003303,0.002389,0.001723,0.00124,0.00089,0.000637,0.000455,0.000325,0.000231,0.000164,0.000117,8.3e-05,5.9e-05,4.1e-05,2.9e-05,2.1e-05
single-family attached,0-499,6,125,0.217052,0.121077,0.123198,0.11167,0.095019,0.077683,0.061785,0.04816,0.036966,0.028032,0.021049,0.015679,0.011599,0.008531,0.006244,0.00455,0.003303,0.002389,0.001723,0.00124,0.00089,0.000637,0.000455,0.000325,0.000231,0.000164,0.000117,8.3e-05,5.9e-05,4.1e-05,2.9e-05,2.1e-05
single-family attached,0-499,6,101-124,0.217052,0.121077,0.123198,0.11167,0.095019,0.077683,0.061785,0.04816,0.036966,0.028032,0.021049,0.015679,0.011599,0.008531,0.006244,0.00455,0.003303,0.002389,0.001723,0.00124,0.00089,0.000637,0.000455,0.000325,0.000231,0.000164,0.000117,8.3e-05,5.9e-05,4.1e-05,2.9e-05,2.1e-05
single-family attached,0-499,6,100,0.214657,0.161822,0.150885,0.125329,0.097722,0.073212,0.053359,0.038113,0.026808,0.018629,0.012819,0.008749,0.005931,0.003998,0.002681,0.00179,0.001191,0.00079,0.000522,0.000344,0.000226,0.000148,9.7e-05,6.4e-05,4.1e-05,2.7e-05,1.8e-05,1.1e-05,7e-06,5e-06,3e-06,2e-06
single-family attached,0-499,5,<100,0.213194,0.153536,0.145826,0.123382,0.097996,0.074784,0.05552,0.040395,0.028942,0.020486,0.014359,0.009984,0.006894,0.004733,0.003234,0.002199,0.00149,0.001006,0.000678,0.000455,0.000305,0.000204,0.000136,9e-05,6e-05,4e-05,2.6e-05,1.7e-05,1.2e-05,8e-06,5e-06,3e-06
single-family attached,0-499,5,201+,0.196364,0.091171,0.099708,0.09714,0.088838,0.078064,0.066733,0.055908,0.046124,0.037593,0.030341,0.02429,0.019314,0.015269,0.012011,0.009407,0.007339,0.005707,0.004424,0.003421,0.002638,0.00203,0.001559,0.001195,0.000915,0.000699,0.000533,0.000406,0.000309,0.000235,0.000179,0.000135
single-family attached,0-499,5,200,0.149505,0.079561,0.090246,0.09119,0.086497,0.078833,0.069895,0.060734,0.051968,0.043931,0.036774,0.030535,0.025182,0.020648,0.016846,0.013684,0.011074,0.008931,0.007181,0.005758,0.004606,0.003677,0.002929,0.002329,0.001848,0.001465,0.001159,0.000916,0.000723,0.00057,0.000449,0.000353
single-family attached,0-499,5,126-199,0.220892,0.113429,0.11723,0.107931,0.093281,0.077462,0.062577,0.049544,0.038626,0.029751,0.022692,0.017168,0.0129,0.009638,0.007164,0.005303,0.00391,0.002873,0.002105,0.001538,0.001121,0.000815,0.000592,0.000429,0.00031,0.000224,0.000161,0.000116,8.4e-05,6e-05,4.3e-05,3.1e-05
single-family attached,0-499,5,125,0.220892,0.113429,0.11723,0.107931,0.093281,0.077462,0.062577,0.049544,0.038626,0.029751,0.022692,0.017168,0.0129,0.009638,0.007164,0.005303,0.00391,0.002873,0.002105,0.001538,0.001121,0.000815,0.000592,0.000429,0.00031,0.000224,0.000161,0.000116,8.4e-05,6e-05,4.3e-05,3.1e-05
single-family attached,0-499,5,101-124,0.220892,0.113429,0.11723,0.107931,0.093281,0.077462,0.062577,0.049544,0.038626,0.029751,0.022692,0.017168,0.0129,0.009638,0.007164,0.005303,0.00391,0.002873,0.002105,0.001538,0.001121,0.000815,0.000592,0.000429,0.00031,0.000224,0.000161,0.000116,8.4e-05,6e-05,4.3e-05,3.1e-05
single-family attached,0-499,5,100,0.213194,0.153536,0.145826,0.123382,0.097996,0.074784,0.05552,0.040395,0.028942,0.020486,0.014359,0.009984,0.006894,0.004733,0.003234,0.002199,0.00149,0.001006,0.000678,0.000455,0.000305,0.000204,0.000136,9e-05,6e-05,4e-05,2.6e-05,1.7e-05,1.2e-05,8e-06,5e-06,3e-06
single-family attached,0-499,4,<100,0.21273,0.145317,0.140508,0.121026,0.097857,0.076025,0.057458,0.04256,0.031043,0.022369,0.015962,0.011298,0.007942,0.005551,0.003861,0.002673,0.001844,0.001268,0.000869,0.000594,0.000405,0.000276,0.000187,0.000127,8.6e-05,5.8e-05,3.9e-05,2.6e-05,1.8e-05,1.2e-05,8e-06,5e-06
single-family attached,0-499,4,201+,0.202433,0.084732,0.093883,0.092666,0.085861,0.076439,0.066202,0.056192,0.046967,0.038783,0.031712,0.025722,0.020721,0.016596,0.013227,0.010495,0.008296,0.006536,0.005133,0.004021,0.003142,0.00245,0.001906,0.00148,0.001148,0.000889,0.000687,0.00053,0.000409,0.000315,0.000242,0.000186
single-family attached,0-499,4,200,0.153757,0.073932,0.084848,0.086744,0.083248,0.076764,0.068862,0.06054,0.052411,0.044827,0.037966,0.031895,0.026613,0.022078,0.018225,0.014978,0.012264,0.010007,0.008141,0.006605,0.005346,0.004317,0.003479,0.002799,0.002248,0.001802,0.001443,0.001154,0.000921,0.000735,0.000586,0.000466
single-family attached,0-499,4,126-199,0.225874,0.105985,0.111199,0.103933,0.091188,0.076873,0.063044,0.050671,0.040105,0.031359,0.024281,0.018649,0.014226,0.010789,0.008142,0.006118,0.004579,0.003416,0.002541,0.001885,0.001394,0.001029,0.000759,0.000558,0.00041,0.0003,0.00022,0.000161,0.000117,8.6e-05,6.2e-05,4.5e-05
single-family attached,0-499,4,125,0.225874,0.105985,0.111199,0.103933,0.091188,0.076873,0.063044,0.050671,0.040105,0.031359,0.024281,0.018649,0.014226,0.010789,0.008142,0.006118,0.004579,0.003416,0.002541,0.001885,0.001394,0.001029,0.000759,0.000558,0.00041,0.0003,0.00022,0.000161,0.000117,8.6e-05,6.2e-05,4.5e-05
single-family attached,0-499,4,101-124,0.225874,0.105985,0.111199,0.103933,0.091188,0.076873,0.063044,0.050671,0.040105,0.031359,0.024281,0.018649,0.014226,0.010789,0.008142,0.006118,0.004579,0.003416,0.002541,0.001885,0.001394,0.001029,0.000759,0.000558,0.00041,0.0003,0.00022,0.000161,0.000117,8.6e-05,6.2e-05,4.5e-05
single-family attached,0-499,4,100,0.21273,0.145317,0.140508,0.121026,0.097857,0.076025,0.057458,0.04256,0.031043,0.022369,0.015962,0.011298,0.007942,0.005551,0.003861,0.002673,0.001844,0.001268,0.000869,0.000594,0.000405,0.000276,0.000187,0.000127,8.6e-05,5.8e-05,3.9e-05,2.6e-05,1.8e-05,1.2e-05,8e-06,5e-06
single-family attached,0-499,3,<100,0.213297,0.137195,0.134969,0.118283,0.097307,0.076916,0.059146,0.044574,0.033079,0.024253,0.017608,0.01268,0.00907,0.00645,0.004564,0.003215,0.002257,0.001578,0.001101,0.000766,0.000531,0.000368,0.000254,0.000175,0.000121,8.3e-05,5.7e-05,3.9e-05,2.7e-05,1.8e-05,1.2e-05,9e-06
single-family attached,0-499,3,201+,0.209616,0.078554,0.08814,0.088098,0.082661,0.074521,0.065358,0.056177,0.047549,0.03976,0.032923,0.027041,0.02206,0.017892,0.01444,0.011603,0.009288,0.007409,0.005893,0.004675,0.003699,0.00292,0.002301,0.00181,0.001421,0.001114,0.000872,0.000682,0.000532,0.000415,0.000323,0.000252
single-family attached,0-499,3,200,0.158972,0.068565,0.079578,0.082277,0.079855,0.074468,0.067558,0.060066,0.052589,0.045488,0.038961,0.033102,0.027933,0.023435,0.019564,0.016261,0.013464,0.011111,0.009141,0.0075,0.006139,0.005014,0.004087,0.003325,0.0027,0.00219,0.001773,0.001434,0.001158,0.000934,0.000753,0.000606
single-family attached,0-499,3,126-199,0.23202,0.098767,0.105143,0.099712,0.088766,0.075927,0.06318,0.051524,0.041377,0.032828,0.02579,0.020098,0.015556,0.011971,0.009166,0.006988,0.005307,0.004017,0.003032,0.002282,0.001713,0.001283,0.000959,0.000716,0.000533,0.000397,0.000295,0.000218,0.000162,0.00012,8.9e-05,6.5e-05
single-family attached,0-499,3,125,0.23202,0.098767,0.105143,0.099712,0.088766,0.075927,0.06318,0.051524,0.041377,0.032828,0.02579,0.020098,0.015556,0.011971,0.009166,0.006988,0.005307,0.004017,0.003032,0.002282,0.001713,0.001283,0.000959,0.000716,0.000533,0.000397,0.000295,0.000218,0.000162,0.00012,8.9e-05,6.5e-05
single-family attached,0-499,3,101-124,0.23202,0.098767,0.105143,0.099712,0.088766,0.075927,0.06318,0.051524,0.041377,0.032828,0.02579,0.020098,0.015556,0.011971,0.009166,0.006988,0.005307,0.004017,0.003032,0.002282,0.001713,0.001283,0.000959,0.000716,0.000533,0.000397,0.000295,0.000218,0.000162,0.00012,8.9e-05,6.5e-05
single-family attached,0-499,3,100,0.213297,0.137195,0.134969,0.118283,0.097307,0.076916,0.059146,0.044574,0.033079,0.024253,0.017608,0.01268,0.00907,0.00645,0.004564,0.003215,0.002257,0.001578,0.001101,0.000766,0.000531,0.000368,0.000254,0.000175,0.000121,8.3e-05,5.7e-05,3.9e-05,2.7e-05,1.8e-05,1.2e-05,9e-06
single-family attached,0-499,2,<100,0.214927,0.1292,0.129247,0.115179,0.096353,0.077447,0.060559,0.046409,0.035022,0.02611,0.019276,0.014116,0.010267,0.007424,0.005342,0.003827,0.002731,0.001943,0.001378,0.000974,0.000687,0.000484,0.00034,0.000238,0.000167,0.000117,8.1e-05,5.7e-05,3.9e-05,2.7e-05,1.9e-05,1.3e-05
single-family attached,0-499,2,201+,0.217934,0.072648,0.082506,0.083471,0.079273,0.072338,0.064215,0.055867,0.047863,0.04051,0.033952,0.028226,0.023307,0.019134,0.01563,0.012712,0.0103,0.008317,0.006695,0.005376,0.004305,0.003441,0.002744,0.002185,0.001736,0.001378,0.001091,0.000864,0.000683,0.000539,0.000425,0.000335
single-family attached,0-499,2,200,0.165185,0.063462,0.074456,0.077819,0.076349,0.071973,0.066005,0.059323,0.052504,0.045908,0.039749,0.034138,0.029121,0.024698,0.020842,0.017512,0.014658,0.012227,0.010169,0.008435,0.006979,0.005762,0.004747,0.003904,0.003205,0.002627,0.002151,0.001758,0.001435,0.00117,0.000953,0.000776
single-family attached,0-499,2,126-199,0.239345,0.091792,0.099099,0.095306,0.086043,0.074637,0.062984,0.05209,0.042422,0.034132,0.027194,0.021491,0.016869,0.013165,0.010223,0.007904,0.006087,0.004673,0.003576,0.002729,0.002078,0.001579,0.001197,0.000906,0.000684,0.000516,0.000389,0.000292,0.00022,0.000165,0.000124,9.3e-05
single-family attached,0-499,2,125,0.239345,0.091792,0.099099,0.095306,0.086043,0.074637,0.062984,0.05209,0.042422,0.034132,0.027194,0.021491,0.016869,0.013165,0.010223,0.007904,0.006087,0.004673,0.003576,0.002729,0.002078,0.001579,0.001197,0.000906,0.000684,0.000516,0.000389,0.000292,0.00022,0.000165,0.000124,9.3e-05
single-family attached,0-499,2,101-124,0.239345,0.091792,0.099099,0.095306,0.086043,0.074637,0.062984,0.05209,0.042422,0.034132,0.027194,0.021491,0.016869,0.013165,0.010223,0.007904,0.006087,0.004673,0.003576,0.002729,0.002078,0.001579,0.001197,0.000906,0.000684,0.000516,0.000389,0.000292,0.00022,0.000165,0.000124,9.3e-05
single-family attached,0-499,2,100,0.214927,0.1292,0.129247,0.115179,0.096353,0.077447,0.060559,0.046409,0.035022,0.02611,0.019276,0.014116,0.010267,0.007424,0.005342,0.003827,0.002731,0.001943,0.001378,0.000974,0.000687,0.000484,0.00034,0.000238,0.000167,0.000117,8.1e-05,5.7e-05,3.9e-05,2.7e-05,1.9e-05,1.3e-05
single-family attached,0-499,1,<100,0.21765,0.12136,0.123384,0.111747,0.095005,0.077609,0.061675,0.048034,0.036839,0.027913,0.020943,0.015586,0.011521,0.008467,0.006192,0.004508,0.00327,0.002364,0.001703,0.001224,0.000878,0.000628,0.000448,0.00032,0.000227,0.000161,0.000115,8.1e-05,5.7e-05,4.1e-05,2.9e-05,2e-05
single-family attached,0-499,1,201+,0.227407,0.06702,0.077006,0.07882,0.075733,0.069917,0.062793,0.05527,0.047906,0.041022,0.034784,0.029257,0.024441,0.0203,0.016777,0.013805,0.011316,0.009244,0.007529,0.006116,0.004956,0.004007,0.003233,0.002604,0.002094,0.001681,0.001347,0.001079,0.000862,0.000689,0.000549,0.000438
single-family attached,0-499,1,200,0.172427,0.058623,0.069498,0.073395,0.072762,0.069309,0.064226,0.058328,0.052162,0.046086,0.04032,0.034991,0.03016,0.025846,0.022039,0.018711,0.015825,0.013339,0.01121,0.009395,0.007855,0.006553,0.005455,0.004533,0.003761,0.003115,0.002576,0.002128,0.001756,0.001447,0.001191,0.000979
single-family attached,0-499,1,126-199,0.247863,0.085078,0.0931,0.090756,0.08305,0.073022,0.06246,0.05236,0.043222,0.035249,0.028466,0.022803,0.018143,0.014351,0.011296,0.008852,0.006911,0.005377,0.004171,0.003227,0.00249,0.001917,0.001474,0.00113,0.000866,0.000662,0.000505,0.000385,0.000293,0.000223,0.00017,0.000129
single-family attached,0-499,1,125,0.247863,0.085078,0.0931,0.090756,0.08305,0.073022,0.06246,0.05236,0.043222,0.035249,0.028466,0.022803,0.018143,0.014351,0.011296,0.008852,0.006911,0.005377,0.004171,0.003227,0.00249,0.001917,0.001474,0.00113,0.000866,0.000662,0.000505,0.000385,0.000293,0.000223,0.00017,0.000129
single-family attached,0-499,1,101-124,0.247863,0.085078,0.0931,0.090756,0.08305,0.073022,0.06246,0.05236,0.043222,0.035249,0.028466,0.022803,0.018143,0.014351,0.011296,0.008852,0.006911,0.005377,0.004171,0.003227,0.00249,0.001917,0.001474,0.00113,0.000866,0.000662,0.000505,0.000385,0.000293,0.000223,0.00017,0.000129
single-family attached,0-499,1,100,0.21765,0.12136,0.123384,0.111747,0.095005,0.077609,0.061675,0.048034,0.036839,0.027913,0.020943,0.015586,0.011521,0.008467,0.006192,0.004508,0.00327,0.002364,0.001703,0.001224,0.000878,0.000628,0.000448,0.00032,0.000227,0.000161,0.000115,8.1e-05,5.7e-05,4.1e-05,2.9e-05,2e-05
single-family attached,0-499,0,<100,0.221493,0.1137,0.117416,0.108017,0.093281,0.0774,0.062478,0.049426,0.038504,0.029633,0.022584,0.017072,0.012818,0.009569,0.007108,0.005257,0.003873,0.002844,0.002082,0.00152,0.001107,0.000804,0.000583,0.000422,0.000305,0.00022,0.000159,0.000114,8.2e-05,5.9e-05,4.2e-05,3e-05
single-family attached,0-499,0,201+,0.238047,0.061674,0.071661,0.074176,0.072074,0.067289,0.061114,0.054398,0.047681,0.04129,0.035406,0.030115,0.025442,0.021369,0.017859,0.014861,0.012319,0.010177,0.008383,0.006886,0.005643,0.004614,0.003765,0.003066,0.002493,0.002024,0.001641,0.001328,0.001074,0.000867,0.0007,0.000564
single-family attached,0-499,0,200,0.180735,0.054047,0.064716,0.069032,0.069123,0.066504,0.062245,0.057096,0.051574,0.046024,0.04067,0.035649,0.031036,0.026863,0.023136,0.01984,0.016948,0.014429,0.012248,0.010368,0.008755,0.007377,0.006203,0.005207,0.004363,0.00365,0.003049,0.002544,0.00212,0.001764,0.001467,0.001218
single-family attached,0-499,0,126-199,0.257581,0.078637,0.087181,0.086101,0.079823,0.071105,0.061618,0.052331,0.043766,0.036161,0.029585,0.02401,0.019354,0.01551,0.012368,0.00982,0.007767,0.006122,0.004811,0.003771,0.002948,0.0023,0.001791,0.001392,0.00108,0.000836,0.000647,0.0005,0.000385,0.000297,0.000229,0.000176
single-family attached,0-499,0,125,0.257581,0.078637,0.087181,0.086101,0.079823,0.071105,0.061618,0.052331,0.043766,0.036161,0.029585,0.02401,0.019354,0.01551,0.012368,0.00982,0.007767,0.006122,0.004811,0.003771,0.002948,0.0023,0.001791,0.001392,0.00108,0.000836,0.000647,0.0005,0.000385,0.000297,0.000229,0.000176
single-family attached,0-499,0,101-124,0.257581,0.078637,0.087181,0.086101,0.079823,0.071105,0.061618,0.052331,0.043766,0.036161,0.029585,0.02401,0.019354,0.01551,0.012368,0.00982,0.007767,0.006122,0.004811,0.003771,0.002948,0.0023,0.001791,0.001392,0.00108,0.000836,0.000647,0.0005,0.000385,0.000297,0.000229,0.000176
single-family attached,0-499,0,100,0.221493,0.1137,0.117416,0.108017,0.093281,0.0774,0.062478,0.049426,0.038504,0.029633,0.022584,0.017072,0.012818,0.009569,0.007108,0.005257,0.003873,0.002844,0.002082,0.00152,0.001107,0.000804,0.000583,0.000422,0.000305,0.00022,0.000159,0.000114,8.2e-05,5.9e-05,4.2e-05,3e-05
single-family detached,4000+,7,<100,0.32556,0.177987,0.150427,0.113255,0.080043,0.054355,0.035908,0.023248,0.014822,0.009336,0.005823,0.003602,0.002214,0.001352,0.000822,0.000498,0.0003,0.00018,0.000108,6.5e-05,3.8e-05,2.3e-05,1.4e-05,8e-06,5e-06,3e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0
single-family detached,4000+,7,201+,0.318355,0.111233,0.111538,0.099633,0.083546,0.067312,0.052759,0.040527,0.030656,0.022909,0.016953,0.012444,0.009072,0.006576,0.004743,0.003406,0.002437,0.001737,0.001235,0.000875,0.000619,0.000437,0.000308,0.000216,0.000152,0.000106,7.4e-05,5.2e-05,3.6e-05,2.5e-05,1.8e-05,1.2e-05
single-family detached,4000+,7,200,0.249328,0.102842,0.107885,0.100819,0.088442,0.074547,0.061126,0.049122,0.038873,0.030391,0.023528,0.018067,0.01378,0.01045,0.007885,0.005923,0.004433,0.003306,0.002459,0.001823,0.001349,0.000996,0.000734,0.000539,0.000396,0.00029,0.000212,0.000155,0.000113,8.3e-05,6e-05,4.4e-05
single-family detached,4000+,7,126-199,0.348949,0.132785,0.124251,0.103572,0.081044,0.060933,0.044567,0.031947,0.02255,0.015726,0.010859,0.007438,0.005061,0.003423,0.002304,0.001544,0.001031,0.000686,0.000455,0.000301,0.000199,0.000131,8.6e-05,5.6e-05,3.7e-05,2.4e-05,1.6e-05,1e-05,7e-06,4e-06,3e-06,2e-06
single-family detached,4000+,7,125,0.348949,0.132785,0.124251,0.103572,0.081044,0.060933,0.044567,0.031947,0.02255,0.015726,0.010859,0.007438,0.005061,0.003423,0.002304,0.001544,0.001031,0.000686,0.000455,0.000301,0.000199,0.000131,8.6e-05,5.6e-05,3.7e-05,2.4e-05,1.6e-05,1e-05,7e-06,4e-06,3e-06,2e-06
single-family detached,4000+,7,101-124,0.348949,0.132785,0.124251,0.103572,0.081044,0.060933,0.044567,0.031947,0.02255,0.015726,0.010859,0.007438,0.005061,0.003423,0.002304,0.001544,0.001031,0.000686,0.000455,0.000301,0.000199,0.000131,8.6e-05,5.6e-05,3.7e-05,2.4e-05,1.6e-05,1e-05,7e-06,4e-06,3e-06,2e-06
single-family detached,4000+,7,100,0.32556,0.177987,0.150427,0.113255,0.080043,0.054355,0.035908,0.023248,0.014822,0.009336,0.005823,0.003602,0.002214,0.001352,0.000822,0.000498,0.0003,0.00018,0.000108,6.5e-05,3.8e-05,2.3e-05,1.4e-05,8e-06,5e-06,3e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0
single-family detached,4000+,6,<100,0.327804,0.168986,0.145907,0.112226,0.081031,0.056215,0.03794,0.025094,0.016345,0.010518,0.006702,0.004236,0.002659,0.00166,0.001031,0.000637,0.000393,0.000241,0.000148,9e-05,5.5e-05,3.3e-05,2e-05,1.2e-05,7e-06,4e-06,3e-06,2e-06,1e-06,1e-06,0.0,0.0
single-family detached,4000+,6,201+,0.328416,0.103282,0.105245,0.095537,0.081411,0.066656,0.053092,0.041445,0.031859,0.024194,0.018194,0.013572,0.010055,0.007407,0.005429,0.003962,0.00288,0.002087,0.001507,0.001086,0.00078,0.00056,0.0004,0.000286,0.000204,0.000145,0.000103,7.3e-05,5.2e-05,3.7e-05,2.6e-05,1.8e-05
single-family detached,4000+,6,200,0.257135,0.095601,0.101758,0.096486,0.085882,0.073449,0.061109,0.049827,0.040008,0.031737,0.024929,0.019424,0.015032,0.011566,0.008855,0.00675,0.005126,0.003879,0.002927,0.002202,0.001653,0.001238,0.000926,0.000691,0.000514,0.000383,0.000284,0.000211,0.000156,0.000115,8.5e-05,6.3e-05
single-family detached,4000+,6,126-199,0.35771,0.124032,0.118209,0.100359,0.079984,0.061249,0.045627,0.033312,0.023949,0.01701,0.011964,0.008347,0.005784,0.003985,0.002731,0.001864,0.001268,0.000859,0.00058,0.000391,0.000263,0.000176,0.000118,7.9e-05,5.3e-05,3.5e-05,2.3e-05,1.5e-05,1e-05,7e-06,4e-06,3e-06
single-family detached,4000+,6,125,0.35771,0.124032,0.118209,0.100359,0.079984,0.061249,0.045627,0.033312,0.023949,0.01701,0.011964,0.008347,0.005784,0.003985,0.002731,0.001864,0.001268,0.000859,0.00058,0.000391,0.000263,0.000176,0.000118,7.9e-05,5.3e-05,3.5e-05,2.3e-05,1.5e-05,1e-05,7e-06,4e-06,3e-06
single-family detached,4000+,6,101-124,0.35771,0.124032,0.118209,0.100359,0.079984,0.061249,0.045627,0.033312,0.023949,0.01701,0.011964,0.008347,0.005784,0.003985,0.002731,0.001864,0.001268,0.000859,0.00058,0.000391,0.000263,0.000176,0.000118,7.9e-05,5.3e-05,3.5e-05,2.3e-05,1.5e-05,1e-05,7e-06,4e-06,3e-06
